Date,Match Type,Ranking Type,Rank,Player,Country,Rating,Career Best
2024-09-28,TEST,BOWLING,27,574,Gus Atkinson,,"625 v Pakistan, 28/10/2024"
2024-09-28,TEST,BOWLING,28,555,Jason Holder,,"862 v England, 12/07/2020"
2024-09-28,TEST,BOWLING,29,547,Ramesh Mendis,,"641 v Pakistan, 20/07/2023"
2024-09-28,TEST,BOWLING,30,545,Vishwa Fernando,,"551 v England, 10/09/2024"
2024-09-28,TEST,BOWLING,31,541,Alzarri Joseph,,"577 v South Africa, 12/03/2023"
2024-09-28,TEST,BOWLING,32,540,Hasan Ali,,"760 v Bangladesh, 08/12/2021"
2024-09-28,TEST,BOWLING,33,534,Shakib Al Hasan,,"705 v Australia, 30/08/2017"
2024-09-28,TEST,BOWLING,33,534,Lungi Ngidi,,"638 v India, 15/01/2022"
2024-09-28,TEST,BOWLING,35,531,Naseem Shah,,"536 v Bangladesh, 25/08/2024"
2024-09-28,TEST,BOWLING,36,527,Lahiru Kumara,,"544 v England, 10/09/2024"
2024-09-28,TEST,BOWLING,37,521,Axar Patel,,"650 v Bangladesh, 18/12/2022"
2024-09-28,TEST,BOWLING,38,517,Jack Leach,,"604 v New Zealand, 27/06/2022"
2024-09-28,TEST,BOWLING,39,494,Duanne Olivier,,"692 v Sri Lanka, 23/02/2019"
2024-09-28,TEST,BOWLING,40,490,Kasun Rajitha,,"515 v Bangladesh, 26/03/2024"
2024-09-28,TEST,BOWLING,41,458,William O’Rourke,,"515 v India, 20/10/2024"
2024-09-28,TEST,BOWLING,42,423,Blessing Muzarabani,,"423 v Ireland, 29/07/2024"
2024-09-28,TEST,BOWLING,42,423,Aamer Jamal,,"432 v Australia, 07/01/2024"
2024-09-28,TEST,BOWLING,44,416,Ben Stokes,,"606 v West Indies, 26/01/2019"
2024-09-28,TEST,BOWLING,44,416,Hasan Mahmud,,"416 v India, 23/09/2024"
2024-09-28,TEST,BOWLING,46,410,Abrar Ahmed,,"463 v Sri Lanka, 28/07/2023"
2024-09-28,TEST,BOWLING,47,405,Nayeem Hasan,,"426 v New Zealand, 10/12/2023"
2024-09-28,TEST,BOWLING,48,396,Jomel Warrican,,"396 v South Africa, 19/08/2024"
2024-09-28,TEST,BOWLING,49,392,Shamar Joseph,,"397 v Australia, 29/01/2024"
2024-09-28,TEST,BOWLING,50,386,Matthew Potts,,"432 v India, 05/07/2022"
2024-09-28,TEST,BOWLING,51,366,Shoaib Bashir,,"404 v West Indies, 22/07/2024"
2024-09-28,TEST,BOWLING,52,364,Glenn Phillips,,"411 v Australia, 04/03/2024"
2024-09-28,TEST,BOWLING,53,357,Khurram Shahzad,,"357 v Bangladesh, 03/09/2024"
2024-09-28,TEST,BOWLING,54,347,Shardul Thakur,,"489 v South Africa, 15/01/2022"
2024-09-28,TEST,BOWLING,55,343,Mark Adair,,"343 v Zimbabwe, 29/07/2024"
2024-09-28,TEST,BOWLING,56,338,Gudakesh Motie-Kanhai,,"447 v Zimbabwe, 14/02/2023"
2024-09-28,TEST,BOWLING,57,336,Willem Mulder,,"389 v Bangladesh, 25/10/2024"
2024-09-28,TEST,BOWLING,58,333,Dane Piedt,,"333 v West Indies, 19/08/2024"
2024-09-28,TEST,BOWLING,59,331,Mohammad Shoriful Islam,,"338 v Pakistan, 25/08/2024"
2024-09-28,TEST,BOWLING,60,329,Nandre Burger,,"380 v India, 07/01/2024"
2024-09-28,TEST,BOWLING,61,320,Cameron Green,,"283 v Sri Lanka, 12/07/2022"
2024-09-28,TEST,BOWLING,62,314,Joe Root,,"377 v India, 29/01/2024"
2024-09-28,TEST,BOWLING,63,308,Taskin Ahmed,,"383 v West Indies, 26/11/2024"
2024-09-28,TEST,BOWLING,64,296,Mitchell Santner,,"458 v India, 28/10/2024"
2024-09-28,TEST,BOWLING,65,294,Olly Stone,,"295 v New Zealand, 14/06/2021"
2024-09-28,TEST,BOWLING,66,292,Tom Hartley,,"382 v India, 06/02/2024"
2024-09-28,TEST,BOWLING,67,290,Ish Sodhi,,"365 v Pakistan, 06/01/2023"
2024-09-28,TEST,BOWLING,68,285,Craig Young,,"285 v Zimbabwe, 29/07/2024"
2024-09-28,TEST,BOWLING,69,282,Neil Brand,,"293 v New Zealand, 08/02/2024"
2024-09-28,TEST,BOWLING,70,276,Naveed Zadran,,"276 v Ireland, 03/03/2024"
2024-09-28,TEST,BOWLING,71,272,Sajid Khan,,"520 v England, 28/10/2024"
2024-09-28,TEST,BOWLING,72,266,Milan Rathnayake,,"269 v England, 10/09/2024"
2024-09-28,TEST,BOWLING,73,264,Victor Nyauchi,,"327 v Afghanistan, 06/03/2021"
2024-09-28,TEST,BOWLING,74,263,Mitchell Marsh,,"349 v West Indies, 30/12/2015"
2024-09-28,TEST,BOWLING,75,251,Khaled Ahmed,,"259 v Sri Lanka, 07/04/2024"
2024-09-28,TEST,BOWLING,76,247,Barry McCarthy,,"247 v Zimbabwe, 29/07/2024"
2024-09-28,TEST,BOWLING,77,246,Dhananjaya de Silva,,"257 v New Zealand, 30/09/2024"
2024-09-28,TEST,BOWLING,78,243,Nahid Rana,,"243 v India, 23/09/2024"
2024-09-28,TEST,BOWLING,79,240,Rehan Ahmed,,"297 v Pakistan, 28/10/2024"
2024-09-28,TEST,BOWLING,80,233,Andy McBrine,,"233 v Zimbabwe, 29/07/2024"
2024-09-28,TEST,BOWLING,81,231,Mir Hamza,,"231 v Bangladesh, 03/09/2024"
2024-09-28,TEST,BOWLING,82,222,Gerald Coetzee,,"325 v West Indies, 12/03/2023"
2024-09-28,TEST,BOWLING,83,211,Faheem Ashraf,,"292 v South Africa, 15/01/2019"
2024-09-28,TEST,BOWLING,84,204,Sean Williams,,"247 v Bangladesh, 07/11/2018"
2024-09-28,TEST,BOWLING,85,199,Agha Salman,,"201 v Sri Lanka, 20/07/2023"
2024-09-28,TEST,BOWLING,86,196,Nijat Masood,,"196 v Ireland, 03/03/2024"
2024-09-28,TEST,BOWLING,87,169,Rachin Ravindra,,"217 v Australia, 04/03/2024"
2024-09-28,TEST,BOWLING,88,167,Deep,,"269 v New Zealand, 05/11/2024"
2024-09-28,TEST,BOWLING,89,160,Dane Paterson,,"228 v Bangladesh, 02/11/2024"
2024-09-28,TEST,BOWLING,90,151,Travis Head,,"165 v South Africa, 08/01/2023"
2024-09-28,TEST,BOWLING,90,151,Mukesh Kumar,,"188 v South Africa, 07/01/2024"
2024-09-28,TEST,BOWLING,92,149,Khan,,"165 v Bangladesh, 18/06/2023"
2024-09-28,TEST,BOWLING,93,145,Kraigg Brathwaite,,"225 v India, 25/07/2016"
2024-09-28,TEST,BOWLING,94,138,Zia-ur-Rehman,,"138 v Ireland, 03/03/2024"
2024-09-28,TEST,BOWLING,95,134,Ben Sears,,"135 v Australia, 12/03/2024"
2024-09-28,TEST,BOWLING,96,122,Richard Ngarava,,"122 v Ireland, 29/07/2024"
2024-09-28,TEST,BOWLING,97,118,Angelo Mathews,,"246 v India, 01/09/2015"
2024-09-28,TEST,BOWLING,98,111,Mominul Haque,,"151 v New Zealand, 02/12/2023"
2024-09-28,TEST,BOWLING,99,101,Kane Williamson,,"291 v England, 28/05/2013"
2024-09-28,TEST,BOWLING,100,85,Dean Elgar,,"256 v India, 29/11/2015"
2024-09-28,ODI,BATTING,1,824,Babar Azam,,"898 v West Indies, 10/06/2022"
2024-09-28,ODI,BATTING,2,765,Rohit Sharma,,"885 v Sri Lanka, 06/07/2019"
2024-09-28,ODI,BATTING,3,763,Shubman Gill,,"847 v Australia, 24/09/2023"
2024-09-28,ODI,BATTING,4,746,Virat Kohli,,"911 v England, 12/07/2018"
2024-09-28,ODI,BATTING,4,746,Harry Tector,,"767 v Afghanistan, 07/03/2024"
2024-09-28,ODI,BATTING,6,728,Daryl Mitchell,,"750 v India, 15/11/2023"
2024-09-28,ODI,BATTING,7,708,Pathum Nissanka,,"728 v Bangladesh, 15/03/2024"
2024-09-28,ODI,BATTING,8,692,Rahmanullah Gurbaz,,"693 v Bangladesh, 11/11/2024"
2024-09-28,ODI,BATTING,9,682,Travis Head,,"696 v England, 19/09/2024"
2024-09-28,ODI,BATTING,9,682,Fakhar Zaman,,"784 v New Zealand, 29/04/2023"
2024-09-28,ODI,BATTING,11,680,Rassie van der Dussen,,"796 v England, 19/07/2022"
2024-09-28,ODI,BATTING,12,676,Shai Hope,,"808 v Bangladesh, 17/05/2019"
2024-09-28,ODI,BATTING,12,676,Heinrich Klaasen,,"756 v Bangladesh, 24/10/2023"
2024-09-28,ODI,BATTING,14,672,Imam-ul-Haq,,"815 v West Indies, 12/06/2022"
2024-09-28,ODI,BATTING,15,658,Shreyas Iyer,,"710 v New Zealand, 15/11/2023"
2024-09-28,ODI,BATTING,16,656,Kariyawasa Asalanka,,"683 v Bangladesh, 15/03/2024"
2024-09-28,ODI,BATTING,17,653,Ibrahim Zadran,,"692 v Australia, 07/11/2023"
2024-09-28,ODI,BATTING,18,644,Lokesh Rahul,,"674 v South Africa, 19/12/2023"
2024-09-28,ODI,BATTING,19,635,David Miller,,"673 v Australia, 16/11/2023"
2024-09-28,ODI,BATTING,20,627,Aiden Markram,,"656 v Pakistan, 27/10/2023"
2024-09-28,ODI,BATTING,21,626,Steve Smith,,"752 v Pakistan, 22/01/2017"
2024-09-28,ODI,BATTING,22,611,Paul Stirling,,"697 v Netherlands, 04/06/2021"
2024-09-28,ODI,BATTING,23,608,Marnus Labuschagne,,"644 v England, 19/09/2024"
2024-09-28,ODI,BATTING,24,606,Mushfiqur Rahim,,"739 v Sri Lanka, 25/05/2021"
2024-09-28,ODI,BATTING,25,601,Temba Bavuma,,"691 v Australia, 12/09/2023"
2024-09-28,ODI,BATTING,26,598,Scott Edwards,,"648 v Bangladesh, 28/10/2023"
2024-09-28,ODI,BATTING,27,597,Mohammad Rizwan,,"605 v Zimbabwe, 24/11/2024"
2024-09-28,ODI,BATTING,28,589,Tom Latham,,"657 v Pakistan, 09/01/2023"
2024-09-28,ODI,BATTING,29,587,Sikandar Raza,,"627 v India, 22/08/2022"
2024-09-28,ODI,BATTING,29,587,Gerhard Erasmus,,"618 v UAE, 02/04/2023"
2024-09-28,ODI,BATTING,31,583,Kane Williamson,,"799 v India, 09/07/2019"
2024-09-28,ODI,BATTING,32,580,Will Young,,"608 v Sri Lanka, 19/11/2024"
2024-09-28,ODI,BATTING,33,578,Glenn Maxwell,,"735 v India, 20/01/2016"
2024-09-28,ODI,BATTING,34,577,Azmatullah Omarzai,,"590 v South Africa, 20/09/2024"
2024-09-28,ODI,BATTING,35,574,Nazmul Shanto,,"610 v Afghanistan, 09/11/2024"
2024-09-28,ODI,BATTING,35,574,Kusal Mendis,,"631 v Zimbabwe, 30/06/2017"
2024-09-28,ODI,BATTING,37,573,Jos Buttler,,"741 v Bangladesh, 08/06/2019"
2024-09-28,ODI,BATTING,38,566,Rahmat Shah,,"635 v Sri Lanka, 27/11/2022"
2024-09-28,ODI,BATTING,39,562,Devon Conway,,"602 v Bangladesh, 13/10/2023"
2024-09-28,ODI,BATTING,40,560,George Munsey,,"587 v Namibia, 10/07/2022"
2024-09-28,ODI,BATTING,41,555,Mitchell Marsh,,"641 v New Zealand, 06/12/2016"
2024-09-28,ODI,BATTING,42,554,Ben Stokes,,"694 v New Zealand, 14/07/2019"
2024-09-28,ODI,BATTING,43,551,Jonny Bairstow,,"796 v India, 26/03/2021"
2024-09-28,ODI,BATTING,44,542,Joe Root,,"824 v Sri Lanka, 13/10/2018"
2024-09-28,ODI,BATTING,45,541,Max O'Dowd,,"541 v United States, 21/08/2024"
2024-09-28,ODI,BATTING,46,539,Sadeera Samarawickrama,,"575 v Afghanistan, 14/02/2024"
2024-09-28,ODI,BATTING,47,536,Michael van Lingen,,"536 v UAE, 26/09/2024"
2024-09-28,ODI,BATTING,48,532,Rachin Ravindra,,"560 v Sri Lanka, 09/11/2023"
2024-09-28,ODI,BATTING,48,532,Monank Patel,,"554 v Papua New Guinea, 25/11/2022"
2024-09-28,ODI,BATTING,50,531,Alex Carey,,"656 v New Zealand, 06/09/2022"
2024-09-28,ODI,BATTING,51,528,Aqib Ilyas,,"578 v United States, 11/02/2020"
2024-09-28,ODI,BATTING,52,522,Hashmatullah Shahidi,,"545 v Netherlands, 03/11/2023"
2024-09-28,ODI,BATTING,53,519,Mahmudullah,,"595 v India, 07/12/2022"
2024-09-28,ODI,BATTING,53,519,Ishan Kishan,,"625 v Sri Lanka, 12/09/2023"
2024-09-28,ODI,BATTING,55,514,Richard Berrington,,"535 v United States, 29/05/2022"
2024-09-28,ODI,BATTING,56,511,Andrew Balbirnie,,"584 v South Africa, 13/07/2021"
2024-09-28,ODI,BATTING,57,510,Liton Liton Das,,"627 v Zimbabwe, 05/08/2022"
2024-09-28,ODI,BATTING,58,501,Avishka Fernando,,"591 v South Africa, 02/09/2021"
2024-09-28,ODI,BATTING,59,499,Harry Brook,,"531 v Australia, 29/09/2024"
2024-09-28,ODI,BATTING,60,498,Vriitya Aravind,,"538 v Oman, 21/06/2023"
2024-09-28,ODI,BATTING,61,497,Tony de Zorzi,,"497 v Afghanistan, 22/09/2024"
2024-09-28,ODI,BATTING,62,491,Aaron Jones,,"540 v Papua New Guinea, 02/04/2023"
2024-09-28,ODI,BATTING,63,487,Curtis Campher,,"496 v South Africa, 07/10/2024"
2024-09-28,ODI,BATTING,64,481,Glenn Phillips,,"496 v India, 15/11/2023"
2024-09-28,ODI,BATTING,65,479,Mohammad Mohammad Nabi,,"545 v Bangladesh, 28/09/2016"
2024-09-28,ODI,BATTING,66,477,Singh,,"484 v Oman, 11/11/2024"
2024-09-28,ODI,BATTING,67,476,Towhid Hridoy,,"476 v Sri Lanka, 15/03/2024"
2024-09-28,ODI,BATTING,68,475,Zeeshan Maqsood,,"514 v Ireland, 19/06/2023"
2024-09-28,ODI,BATTING,68,475,Muhammad Waseem,,"511 v Nepal, 01/05/2023"
2024-09-28,ODI,BATTING,70,474,Janith Liyanage,,"505 v West Indies, 20/10/2024"
2024-09-28,ODI,BATTING,71,472,Asif Khan,,"476 v United States, 06/07/2023"
2024-09-28,ODI,BATTING,72,471,Michael Leask,,"491 v UAE, 23/06/2023"
2024-09-28,ODI,BATTING,73,465,Brandon McMullen,,"498 v United States, 31/10/2024"
2024-09-28,ODI,BATTING,74,463,J.J. Smit,,"463 v United States, 22/09/2024"
2024-09-28,ODI,BATTING,74,463,Pargat Singh,,"463 v Oman, 26/09/2024"
2024-09-28,ODI,BATTING,74,463,Henry Nicholls,,"596 v Bangladesh, 20/03/2021"
2024-09-28,ODI,BATTING,77,462,Ayaan Khan,,"476 v West Indies, 05/07/2023"
2024-09-28,ODI,BATTING,78,461,Kashyap Prajapati,,"464 v West Indies, 05/07/2023"
2024-09-28,ODI,BATTING,79,460,Craig Ervine,,"524 v Afghanistan, 18/10/2015"
2024-09-28,ODI,BATTING,80,456,Jan Nicol Loftie-Eaton,,"456 v United States, 22/09/2024"
2024-09-28,ODI,BATTING,81,455,Aasif Sheikh,,"496 v Papua New Guinea, 13/03/2023"
2024-09-28,ODI,BATTING,82,453,Kushal Bhurtel,,"474 v Netherlands, 25/02/2024"
2024-09-28,ODI,BATTING,83,451,Ben Duckett,,"520 v Australia, 29/09/2024"
2024-09-28,ODI,BATTING,84,448,Iftikhar Ahmed,,"453 v Bangladesh, 31/10/2023"
2024-09-28,ODI,BATTING,85,445,Shoaib Khan,,"445 v Canada, 20/09/2024"
2024-09-28,ODI,BATTING,86,444,Brandon King,,"478 v England, 06/11/2024"
2024-09-28,ODI,BATTING,87,437,R.K. Paudel,,"519 v Papua New Guinea, 27/02/2023"
2024-09-28,ODI,BATTING,88,436,Liam Livingstone,,"509 v West Indies, 02/11/2024"
2024-09-28,ODI,BATTING,89,435,George Dockrell,,"460 v England, 23/09/2023"
2024-09-28,ODI,BATTING,90,431,Soumya Sarkar,,"671 v South Africa, 15/07/2015"
2024-09-28,ODI,BATTING,91,430,Will Jacks,,"451 v Australia, 24/09/2024"
2024-09-28,ODI,BATTING,91,430,Hameed,,"430 v Namibia, 26/09/2024"
2024-09-28,ODI,BATTING,93,429,Ryan Burl,,"437 v Scotland, 04/07/2023"
2024-09-28,ODI,BATTING,94,427,Abdullah Shafique,,"468 v Bangladesh, 31/10/2023"
2024-09-28,ODI,BATTING,95,426,Steven Taylor,,"501 v Jersey, 04/04/2023"
2024-09-28,ODI,BATTING,95,426,Mehidy Hasan,,"462 v India, 07/12/2022"
2024-09-28,ODI,BATTING,95,426,Keacy Carty,,"517 v England, 06/11/2024"
2024-09-28,ODI,BATTING,98,425,Hardik Pandya,,"561 v England, 28/03/2021"
2024-09-28,ODI,BATTING,99,424,Najibullah Zadran,,"555 v Sri Lanka, 30/11/2022"
2024-09-28,ODI,BATTING,100,422,Jatinder Singh,,"506 v UAE, 29/04/2023"
2024-09-28,ODI,BOWLING,1,695,Keshav Maharaj,,"741 v Australia, 16/11/2023"
2024-09-28,ODI,BOWLING,2,669,Adam Zampa,,"698 v England, 19/09/2024"
2024-09-28,ODI,BOWLING,3,668,Rashid Khan,,"806 v Pakistan, 21/09/2018"
2024-09-28,ODI,BOWLING,4,665,Kuldeep Yadav,,"765 v New Zealand, 26/01/2019"
2024-09-28,ODI,BOWLING,5,663,Josh Hazlewood,,"733 v England, 26/01/2018"
2024-09-28,ODI,BOWLING,6,654,Bernard Scholtz,,"659 v UAE, 20/09/2024"
2024-09-28,ODI,BOWLING,7,650,Shaheen Afridi,,"696 v Australia, 10/11/2024"
2024-09-28,ODI,BOWLING,8,645,Jasprit Bumrah,,"841 v West Indies, 01/11/2018"
2024-09-28,ODI,BOWLING,9,643,Mohammed Siraj,,"736 v New Zealand, 21/01/2023"
2024-09-28,ODI,BOWLING,9,643,Trent Boult,,"775 v Australia, 11/09/2022"
2024-09-28,ODI,BOWLING,11,640,Mohammad Mohammad Nabi,,"657 v Zimbabwe, 09/06/2022"
2024-09-28,ODI,BOWLING,12,610,Mohammad Shami,,"657 v New Zealand, 15/11/2023"
2024-09-28,ODI,BOWLING,13,604,Maheesh Theekshana,,"650 v New Zealand, 17/11/2024"
2024-09-28,ODI,BOWLING,14,593,Matt Henry,,"691 v Bangladesh, 26/03/2021"
2024-09-28,ODI,BOWLING,15,588,Mitchell Starc,,"783 v New Zealand, 29/03/2015"
2024-09-28,ODI,BOWLING,15,588,Saurabh Netravalkar,,"597 v Nepal, 20/06/2023"
2024-09-28,ODI,BOWLING,17,585,Mark Watt,,"622 v West Indies, 01/07/2023"
2024-09-28,ODI,BOWLING,18,582,Mitchell Santner,,"663 v England, 25/02/2018"
2024-09-28,ODI,BOWLING,19,581,Kagiso Rabada,,"724 v England, 29/05/2017"
2024-09-28,ODI,BOWLING,20,580,Lungi Ngidi,,"621 v Australia, 04/03/2020"
2024-09-28,ODI,BOWLING,21,573,Mujeeb Ur Rahman,,"712 v Ireland, 24/01/2021"
2024-09-28,ODI,BOWLING,22,572,Chris Woakes,,"711 v Sri Lanka, 04/07/2021"
2024-09-28,ODI,BOWLING,23,563,Rauf,,"618 v Australia, 10/11/2024"
2024-09-28,ODI,BOWLING,24,556,Adil Rashid,,"687 v Sri Lanka, 20/10/2018"
2024-09-28,ODI,BOWLING,25,555,Mohammad Shoriful Islam,,"563 v Afghanistan, 06/11/2024"
2024-09-28,ODI,BOWLING,25,555,Ravindra Jadeja,,"738 v Zimbabwe, 01/08/2013"
2024-09-28,ODI,BOWLING,27,553,Andy McBrine,,"646 v West Indies, 16/01/2022"
2024-09-28,ODI,BOWLING,28,550,Mark Adair,,"574 v South Africa, 02/10/2024"
2024-09-28,ODI,BOWLING,29,548,Richard Ngarava,,"553 v Sri Lanka, 08/01/2024"
2024-09-28,ODI,BOWLING,30,543,Wanindu De Silva,,"597 v West Indies, 23/10/2024"
2024-09-28,ODI,BOWLING,31,541,Mehidy Hasan,,"725 v Sri Lanka, 25/05/2021"
2024-09-28,ODI,BOWLING,32,539,Nosthush Kenjige,,"537 v Nepal, 02/11/2024"
2024-09-28,ODI,BOWLING,33,535,Aryan Dutt,,"542 v UAE, 09/11/2024"
2024-09-28,ODI,BOWLING,34,533,Fazalhaq Farooqi,,"544 v Pakistan, 24/08/2023"
2024-09-28,ODI,BOWLING,35,529,Dilshan Madushanka,,"551 v Bangladesh, 15/03/2024"
2024-09-28,ODI,BOWLING,36,524,Kaleemullah,,"524 v Canada, 26/09/2024"
2024-09-28,ODI,BOWLING,36,524,Pat Cummins,,"729 v Pakistan, 12/06/2019"
2024-09-28,ODI,BOWLING,38,521,Marco Jansen,,"573 v New Zealand, 01/11/2023"
2024-09-28,ODI,BOWLING,39,517,Joshua Little,,"533 v Zimbabwe, 21/01/2023"
2024-09-28,ODI,BOWLING,40,516,Jofra Archer,,"642 v Australia, 13/09/2020"
2024-09-28,ODI,BOWLING,41,508,Taskin Ahmed,,"528 v West Indies, 10/07/2022"
2024-09-28,ODI,BOWLING,42,507,Aayan Afzal Khan,,"517 v Sri Lanka, 19/06/2023"
2024-09-28,ODI,BOWLING,43,505,Mohammad Wasim,,"505 v England, 11/11/2023"
2024-09-28,ODI,BOWLING,43,505,Mustafizur Rahman,,"695 v West Indies, 14/12/2018"
2024-09-28,ODI,BOWLING,45,503,Alzarri Joseph,,"625 v South Africa, 21/03/2023"
2024-09-28,ODI,BOWLING,46,497,Sandeep Lamichhane,,"595 v Papua New Guinea, 13/03/2023"
2024-09-28,ODI,BOWLING,47,495,Reece Topley,,"558 v South Africa, 21/10/2023"
2024-09-28,ODI,BOWLING,48,492,Sikandar Raza,,"507 v Pakistan, 24/11/2024"
2024-09-28,ODI,BOWLING,49,486,Gudakesh Motie-Kanhai,,"610 v England, 06/11/2024"
2024-09-28,ODI,BOWLING,50,485,Sean Abbott,,"530 v West Indies, 06/02/2024"
2024-09-28,ODI,BOWLING,50,485,Tabraiz Shamsi,,"597 v Bangladesh, 20/03/2022"
2024-09-28,ODI,BOWLING,52,484,Lalit Rajbanshi,,"492 v Canada, 16/09/2024"
2024-09-28,ODI,BOWLING,52,484,Lockie Ferguson,,"668 v West Indies, 22/06/2019"
2024-09-28,ODI,BOWLING,54,480,Blessing Muzarabani,,"524 v Pakistan, 24/11/2024"
2024-09-28,ODI,BOWLING,55,479,Dunith Wellalage,,"503 v West Indies, 20/10/2024"
2024-09-28,ODI,BOWLING,56,477,Craig Young,,"504 v South Africa, 07/10/2024"
2024-09-28,ODI,BOWLING,57,470,Bilal Khan,,"545 v United States, 12/06/2022"
2024-09-28,ODI,BOWLING,58,468,Mohammad Nawaz,,"542 v New Zealand, 27/04/2023"
2024-09-28,ODI,BOWLING,59,466,Zeeshan Maqsood,,"510 v Ireland, 19/06/2023"
2024-09-28,ODI,BOWLING,60,463,Paul van Meekeren,,"463 v United States, 21/08/2024"
2024-09-28,ODI,BOWLING,61,462,Ruben Trumpelmann,,"522 v Nepal, 15/02/2024"
2024-09-28,ODI,BOWLING,61,462,Logan van Beek,,"529 v Afghanistan, 03/11/2023"
2024-09-28,ODI,BOWLING,63,453,Dipendra Airee,,"482 v United States, 20/06/2023"
2024-09-28,ODI,BOWLING,64,452,Safyaan Sharif,,"542 v England, 10/06/2018"
2024-09-28,ODI,BOWLING,65,451,Gerald Coetzee,,"479 v Australia, 16/11/2023"
2024-09-28,ODI,BOWLING,66,444,Brandon McMullen,,"482 v Nepal, 04/11/2024"
2024-09-28,ODI,BOWLING,66,444,Michael Leask,,"449 v Namibia, 20/07/2024"
2024-09-28,ODI,BOWLING,68,439,Zahoor Khan,,"490 v West Indies, 06/06/2023"
2024-09-28,ODI,BOWLING,69,435,Graham Hume,,"499 v South Africa, 07/10/2024"
2024-09-28,ODI,BOWLING,70,433,Tangeni Lungameni,,"443 v UAE, 25/02/2023"
2024-09-28,ODI,BOWLING,71,429,Mark Wood,,"615 v Afghanistan, 18/06/2019"
2024-09-28,ODI,BOWLING,72,427,Saad Bin Zafar,,"430 v Oman, 20/09/2024"
2024-09-28,ODI,BOWLING,73,426,Shardul Thakur,,"546 v West Indies, 01/08/2023"
2024-09-28,ODI,BOWLING,74,422,Kaleem Sana,,"422 v Oman, 26/09/2024"
2024-09-28,ODI,BOWLING,75,418,Shadab Khan,,"607 v South Africa, 22/01/2019"
2024-09-28,ODI,BOWLING,75,418,Gerhard Erasmus,,"418 v UAE, 26/09/2024"
2024-09-28,ODI,BOWLING,77,417,Glenn Maxwell,,"489 v England, 11/09/2015"
2024-09-28,ODI,BOWLING,78,415,Hasan Ali,,"766 v New Zealand, 06/01/2018"
2024-09-28,ODI,BOWLING,78,415,Axar Patel,,"663 v Australia, 01/10/2017"
2024-09-28,ODI,BOWLING,80,412,Vivian Kingma,,"414 v Canada, 17/08/2024"
2024-09-28,ODI,BOWLING,80,412,Ish Sodhi,,"509 v Netherlands, 04/04/2022"
2024-09-28,ODI,BOWLING,80,412,Harsh Thaker,,"412 v Oman, 26/09/2024"
2024-09-28,ODI,BOWLING,80,412,Hardik Pandya,,"553 v South Africa, 16/02/2018"
2024-09-28,ODI,BOWLING,84,411,Washington Sundar,,"411 v Sri Lanka, 07/08/2024"
2024-09-28,ODI,BOWLING,84,411,Tim Southee,,"638 v England, 20/02/2015"
2024-09-28,ODI,BOWLING,86,409,Siddique,,"474 v Netherlands, 09/11/2024"
2024-09-28,ODI,BOWLING,87,408,Karan KC,,"424 v Pakistan, 30/08/2023"
2024-09-28,ODI,BOWLING,88,407,Sam Curran,,"454 v Bangladesh, 06/03/2023"
2024-09-28,ODI,BOWLING,89,401,Sompal Kami,,"457 v Papua New Guinea, 13/03/2023"
2024-09-28,ODI,BOWLING,90,391,Dushmantha Chameera,,"552 v Australia, 16/06/2022"
2024-09-28,ODI,BOWLING,91,389,Bas de Leede,,"409 v UAE, 09/11/2024"
2024-09-28,ODI,BOWLING,92,383,Akila Dananjaya,,"651 v England, 23/10/2018"
2024-09-28,ODI,BOWLING,93,380,Rachin Ravindra,,"393 v Sri Lanka, 09/11/2023"
2024-09-28,ODI,BOWLING,94,379,Kasun Rajitha,,"433 v Afghanistan, 30/10/2023"
2024-09-28,ODI,BOWLING,95,378,Steven Taylor,,"424 v Papua New Guinea, 25/11/2022"
2024-09-28,ODI,BOWLING,96,376,Singh,,"378 v UAE, 18/09/2024"
2024-09-28,ODI,BOWLING,97,374,Dillon Heyliger,,"388 v Nepal, 22/09/2024"
2024-09-28,ODI,BOWLING,97,374,Jeffrey Vandersay,,"431 v Australia, 21/06/2022"
2024-09-28,ODI,BOWLING,99,369,Taijul Islam,,"502 v England, 06/03/2023"
2024-09-28,ODI,BOWLING,100,365,Barry McCarthy,,"448 v West Indies, 09/01/2020"
2024-09-28,T20,BATTING,1,881,Travis Head,,"884 v Scotland, 04/09/2024"
2024-09-28,T20,BATTING,2,805,Suryakumar Yadav,,"910 v New Zealand, 27/01/2023"
2024-09-28,T20,BATTING,3,800,Philip Salt,,"860 v West Indies, 09/11/2024"
2024-09-28,T20,BATTING,4,757,Yashasvi Jaiswal,,"779 v Sri Lanka, 28/07/2024"
2024-09-28,T20,BATTING,5,755,Babar Azam,,"896 v England, 05/05/2019"
2024-09-28,T20,BATTING,6,746,Mohammad Rizwan,,"875 v England, 28/09/2022"
2024-09-28,T20,BATTING,7,702,Jos Buttler,,"726 v West Indies, 10/11/2024"
2024-09-28,T20,BATTING,8,668,Nicholas Pooran,,"668 v South Africa, 27/08/2024"
2024-09-28,T20,BATTING,9,664,Ruturaj Gaikwad,,"706 v Zimbabwe, 10/07/2024"
2024-09-28,T20,BATTING,10,652,Josh Inglis,,"652 v England, 13/09/2024"
2024-09-28,T20,BATTING,11,639,Aiden Markram,,"796 v England, 06/11/2021"
2024-09-28,T20,BATTING,12,636,Johnson Charles,,"669 v England, 19/06/2024"
